accel_x, accel_y, accel_z
1.012695,-0.2316895,0.0546875
1.006592,-0.2250977,0.05102539
1.010986,-0.2368164,0.0559082
1.007568,-0.236084,0.0534668
1.012207,-0.2348633,0.04858398
1.006104,-0.2304688,0.05371094
1.005127,-0.2355957,0.04907227
1.001465,-0.2294922,0.05200195
1.008789,-0.230957,0.05712891
1.00708,-0.230957,0.05297852
1.00415,-0.2268066,0.05151367
1.004883,-0.2348633,0.05200195
1.008057,-0.2304688,0.04785156
1.009766,-0.2370605,0.05786133
1.009521,-0.2316895,0.0612793
