accel_x, accel_y, accel_z
1.056152,-0.06054688,0.1062012
1.06958,-0.0625,0.1108398
1.064697,-0.0637207,0.1057129
1.062256,-0.06787109,0.09692383
1.057617,-0.06298828,0.09472656
1.064941,-0.06542969,0.1103516
1.060059,-0.06494141,0.09423828
1.065186,-0.0625,0.1081543
1.057129,-0.06201172,0.1049805
1.063721,-0.05859375,0.1098633
1.059326,-0.06030273,0.1096191
1.074951,-0.05981445,0.1074219
1.057861,-0.06030273,0.1083984
1.060059,-0.06225586,0.107666
1.06958,-0.06591797,0.1086426
